77,DL,2021,MWF,l,2,443,870,0.1176,0.773333333,0.577777778,435.52,0.111111111,6.56,205.0222222
80,DL,2021,MWF,l,3,438,766,0.214,0.81641286,4.035532995,28.48984772,0.194585448,5.837563452,151.036379
224,DL,2022,MWF,l,4,438,820,0.0842,,3.427991886,21.07843137,0.256930358,5.057471264,126.402975
303,GC,2022,MWF,l,9,426,835,0.0292,0.751724138,3.889655172,19.77241379,0.24137931,5.372413793,182
89,DL,2021,MWF,l,6,390,636,0.4787,0.429491768,2.451682176,15.77666428,0.182534001,6.252684324,89.04080172
83,DL,2021,MWF,l,4,365,458,0.1115,0.706028076,0.879438481,14.01734104,0.123864575,9.149463254,126.4450867
439,GC,2021,MWF,l,11,252,165,0.0955,0.474919957,0.581643543,13.9167556,0.112059765,19.92529349,114.3916756
244,GC,2022,MWF,l,1,405,690,0.4281,0.795214638,1.171710063,11.01688951,0.267417312,9.683321605,111.3476425
214,DL,2022,MWF,l,1,351,485,0.0445,0.60687795,0.347269049,11.01146325,0.124747134,6.86109238,119.6999326
333,BG,2022,MWF,l,1,426,762,0.2442,0.36099865,1.255060729,10.6511471,0.165317139,13.55937922,107.4696356
218,DL,2022,MWF,l,2,262,200,0.0685,0.382534776,0.193199382,10.32457496,0.061823802,12.16383308,136.4296754
221,DL,2022,MWF,l,3,431,860,0.0511,0.507859734,1.438935913,10.30834341,0.253929867,6.039903265,98.58524788
329,BG,2022,MWF,l,2,452,955,0.4045,0.398322851,1.546121593,10.29874214,0.283018868,10.61320755,112.4737945
328,BG,2022,MWF,l,10,430,815,0.2868,0.777616279,2.082122093,9.712936047,0.188953488,5.715843023,191.0210756
246,GC,2022,MWF,l,15,244,155,0.3463,0.850439883,0.410557185,9.413489736,0.065982405,6.634897361,92.28005865
320,BG,2022,MWF,l,11,435,750,0.071,0.817988669,0.800283286,9.390934844,0.251416431,6.487252125,118.8916431
226,DL,2022,MWF,l,5,362,500,0.0972,0.754716981,0.731132075,9.017295597,0.110062893,7.775157233,106.6666667
249,GC,2022,MWF,l,3,250,145,0.4186,1.014018692,0.182242991,8.172897196,0.056074766,6.808411215,153.5140187
538,GC,2021,MWF,l,11,252,165,0.2902,0.554705432,0.313695486,8.006885998,0.053557766,13.94032135,134.716909
324,BG,2022,MWF,l,8,361,460,0.4466,0.838565022,0.964125561,7.914798206,0.170403587,11.26457399,224.5156951
213,DL,2022,MWF,g,1,351,485,0.0993,0.773849233,0.376917945,7.391594396,0.723815877,9.292861908,100.8038692
79,DL,2021,MWF,g,3,438,766,0.1058,0.609284333,0.449709865,6.460348162,1.155705996,4.284332689,75.64796905
325,BG,2022,MWF,g,8,361,460,0.3021,1.00877193,0.438596491,6.319776715,1.263955343,11.77033493,127.3205742
222,DL,2022,MWF,g,4,438,820,0.0773,1.708571429,0.194285714,6.24,1.931428571,1.851428571,77.60571429
326,BG,2022,MWF,g,10,430,815,0.3861,0.507159905,1.097852029,4.910501193,1.19928401,4.994033413,101.0381862
414,BG,2021,MWF,m,15,534,1700,0.0412,1.338639653,0.01447178,4.583936324,0.06512301,1.653400868,114.0340087
334,BG,2022,MWF,g,1,426,762,0.4472,0.450856628,0.243462579,4.57619477,0.536519387,5.861136159,92.35798016
85,DL,2021,MWF,g,5,266,168,0.0954,0.784832451,0.379188713,4.567901235,0.317460317,6.754850088,101.5696649
241,GC,2022,MWF,l,8,330,370,0.3536,3.954613095,3.939732143,3.939732143,4.203869048,4.263392857,
408,BG,2021,MWF,g,2,170,45,0.2601,0.462616822,0.495327103,3.913551402,0.406542056,,106.1845794
248,GC,2022,MWF,g,3,250,145,0.3655,0.353053435,0.229007634,3.769083969,0.295801527,14.47519084,120.3530534
442,GC,2021,MWF,g,1,307,325,0.2266,0.447860963,0.381016043,3.75,0.655080214,10.20721925,114.8796791
220,DL,2022,MWF,g,3,431,860,0.1404,0.51441933,0.358534684,3.733437256,0.639127046,7.084957132,82.22525331
321,BG,2022,MWF,g,11,435,750,0.1195,0.39874552,0.506272401,3.566308244,1.308243728,13.28853047,92.05197133
88,DL,2021,MWF,g,6,390,636,0.343,0.829351536,0.160409556,3.518771331,1.092150171,1.651877133,64.07167235
76,DL,2021,MWF,g,2,443,870,0.0838,0.471438403,0.196145905,3.386097729,0.464556091,4.824501032,74.61803166
242,GC,2022,MWF,g,1,405,690,0.3128,0.667155425,0.410557185,3.350439883,0.593841642,6.524926686,83.05718475
227,DL,2022,MWF,g,5,362,500,0.0797,0.979477612,0.275186567,3.17630597,0.47108209,4.258395522,93.85727612
82,DL,2021,MWF,g,4,365,458,0.1412,0.486111111,0.202991453,2.938034188,0.908119658,3.125,65.65705128
331,BG,2022,MWF,g,2,452,955,0.4958,0.510204082,0.170068027,2.886904762,1.56037415,4.115646259,76.02040816
304,GC,2022,MWF,g,9,426,835,0.2257,0.690509915,0.385977337,2.779745042,2.089235127,2.489376771,78.36402266
216,DL,2022,MWF,g,2,262,200,0.0988,0.666666667,0.289855072,2.644927536,0.333333333,5.311594203,104.1086957
245,GC,2022,MWF,g,15,244,155,0.3905,0.345501956,0.162972621,2.438070404,0.254237288,10.84093872,100.6062581
432,BG,2021,MWF,m,4,385,660,0.2587,0.736589271,0.036028823,2.321857486,0.036028823,2.333867094,51.21297038
301,GC,2022,MWF,g,8,330,370,0.0355,0.458656331,0.187338501,2.235142119,0.213178295,6.117571059,87.66149871
84,DL,2021,MWF,m,5,266,168,0.1376,0.325786164,0.008805031,1.793710692,0.005031447,1.28427673,21.68050314
431,BG,2021,MWF,m,2,170,45,0.322,0.377612947,0.025286581,1.616655428,0.0724882,1.363789616,25.13486177
250,GC,2022,MWF,m,15,244,155,0.4203,0.287110568,0.009163103,1.527183873,0.013744655,1.704337202,22.73365913
433,BG,2021,MWF,g,15,534,1700,0.4087,0.285326087,0.163043478,1.518342391,0.27513587,3.785665761,38.14538043
409,BG,2021,MWF,g,5,282,260,0.0499,0.465628672,0.00440658,1.498237368,0.016157462,0.586075206,37.79817861
429,BG,2021,MWF,m,5,282,260,0.1437,0.180035129,0.004391101,1.466627635,0.010245902,1.285128806,18.27283372
440,GC,2021,MWF,m,10,258,185,0.143,0.225595914,0.011350738,1.340805902,0.004256527,0.908059024,20.55902384
323,BG,2022,MWF,m,8,361,460,0.401,0.285714286,0.00728863,1.325072886,0.014577259,1.314868805,19.09912536
217,DL,2022,MWF,m,2,262,200,0.0781,0.251516233,0.003567606,1.32001427,0.017838031,1.403853015,19.57188726
418,GC,2021,MWF,m,9,263,170,0.0221,0.258442453,0.005168849,1.319779462,0.00172295,1.812543074,21.9279807
78,DL,2021,MWF,m,3,438,766,0.1109,0.178571429,0.034340659,1.3003663,0.044642857,0.907738095,15.5139652
