530,BG,2021,MWF,m,1,312,365,0.0725,0.289619265,0.006508298,1.262609828,0.011389522,0.850959974,15.05694761
247,GC,2022,MWF,m,3,250,145,0.3825,0.207909276,0.004361733,1.224193079,0.002907822,1.203838325,21.99331201
426,GC,2021,MWF,m,11,252,165,0.0347,0.27332705,0.00628338,1.201696513,0.00314169,1.698083569,18.25007854
443,GC,2021,MWF,m,14,390,715,0.2266,0.198911935,0.011900714,1.171370282,0.015300918,0.878952737,13.53621217
219,DL,2022,MWF,m,3,431,860,0.0534,0.295352324,0.013493253,1.169415292,0.007496252,0.766116942,15.24437781
243,GC,2022,MWF,m,8,330,370,0.4414,0.3125,0.0046875,1.1421875,0.003125,0.8546875,23.053125
223,DL,2022,MWF,m,4,438,820,0.0869,0.81471296,0.012031626,1.139566861,0.015469233,0.742523204,33.75730492
322,BG,2022,MWF,m,11,435,750,0.1512,0.21185372,0.018915511,1.121059269,0.022698613,1.021437579,16.55233291
87,DL,2021,MWF,m,6,390,636,0.3965,0.480209546,0.014551804,1.116123399,0.005820722,0.56024447,13.82130384
215,DL,2022,MWF,m,1,351,485,0.1355,0.322700297,0.005563798,1.066394659,0.003709199,0.752967359,16.38353116
225,DL,2022,MWF,m,5,362,500,0.1027,0.240292195,0.013456363,1.049596309,0.003844675,0.891964629,19.98269896
81,DL,2021,MWF,m,4,365,458,0.2944,0.241834954,0.007479432,1.043380703,0.011219147,0.832710047,12.31987036
330,BG,2022,MWF,m,2,452,955,0.3819,0.210650489,0.00842602,1.014492754,0.003370408,0.910010111,13.96191439
332,BG,2022,MWF,m,1,426,762,0.3504,0.337643678,0.007183908,0.998563218,0.069444444,0.842911877,13.45785441
90,DL,2021,MWF,m,7,400,644,0.2967,0.268557634,0.004526252,0.988231744,0.006035003,0.695534098,13.96801448
240,GC,2022,MWF,m,1,405,690,0.2618,0.240712661,0.015163002,0.951478393,0.018953753,0.826383624,14.36694466
86,DL,2021,MWF,l,5,266,168,0.1482,0.061784897,0.035469108,0.934210526,0.013157895,1.554919908,
75,DL,2021,MWF,m,2,443,870,0.1254,0.355595208,0.006372674,0.842467499,0.006372674,0.611776702,11.4542442
327,BG,2022,MWF,m,10,430,815,0.3315,0.238144976,0.026112388,0.830373929,0.005222478,0.838729893,18.20660121
302,GC,2022,MWF,m,9,426,835,0.0416,0.40797546,0.02607362,0.826687117,0.006134969,0.680981595,15.77607362
